5.1950192	1.9865356	1.7544738	1.2407122	1.165934	0.65422063	0.8017003	0.80051357	0.68774417	0.42084694	0.34394354	0.47581435	0.52417076	
4.93007	1.5022394	1.7426663	1.9225328	0.85377162	0.88446788	0.64290352	0.58721196	0.55757297	0.67841503	0.58261234	0.65287624	0.39042428	
4.201879	0.61436531	1.4928469	1.186279	1.0759074	0.89762425	0.56038614	1.023796	0.78670636	0.56886016	0.86134334	0.4705499	0.47399047	
4.8437744	2.1695017	1.2186606	1.6867001	1.6682904	0.82204313	0.62184503	0.68272972	0.82027365	0.83652142	0.5588062	0.96334404	0.69285347	
3.7052715	1.4301891	1.6558019	0.8030207	0.87393674	0.65030165	0.76348279	0.7540899	0.47665923	0.56085813	0.98932916	0.43750887	0.42050663	
5.0600291	2.0176894	2.1013808	1.7166246	1.0605457	0.85451084	0.55989026	0.89200589	1.0248867	0.63799243	0.58649199	0.66359731	0.4959696	
4.501832	0.76540916	1.4703084	1.4317507	0.77745216	0.76721066	0.67173035	0.84850964	0.6929336	0.55632768	0.44231875	0.37102587	0.55447203	
4.2716167	1.3134574	2.0213271	0.93773755	0.99521433	1.0609746	0.53617267	0.70048416	0.62096406	0.77779488	0.95380476	0.64065677	0.38796914	
5.524706	2.1488388	1.5315179	1.18737	1.5310938	1.3134183	0.73542919	0.90186085	0.92082726	0.60158563	0.50009284	0.59829897	0.53210863	
4.9060925	2.2099118	2.2984378	1.4441432	1.3952082	1.3466447	0.69060298	0.53231575	0.38660505	0.60620247	0.35295004	0.37817165	0.40909539	
5.2886954	2.1407842	1.6405684	1.0981062	1.163846	0.89583	0.63392545	0.81481518	0.39199104	0.4921197	0.45200592	0.60315266	0.5297424	
5.1157628	1.8176285	2.1756126	1.1353869	1.2388523	1.010958	0.50659028	0.81982417	1.0229044	0.60655162	0.38379301	0.71396756	0.50104744	
5.0640779	2.3920326	1.2565951	1.227568	2.0154449	1.2189892	0.64074005	0.76129558	0.5146677	1.0850949	0.98852853	0.5526465	0.53936777	
5.0405619	1.8403491	3.3336748	1.7119916	1.4351485	1.193989	0.75070379	0.86859357	0.68516736	0.60801207	0.37659313	0.43241993	0.56988304	
5.0812646	1.7217454	1.8404077	1.3409055	0.71817552	0.65111124	0.97828613	0.50454339	0.63343608	0.75543803	0.34302032	0.62640374	0.37468697	
5.4415187	1.9523953	1.7424732	1.5945046	1.7940558	0.98926371	0.70547724	0.80053071	0.87412128	0.55725663	0.53210619	0.48020694	0.59480208	
4.8840975	1.5468788	3.4037654	1.3223009	0.69538862	0.58292332	0.63118986	0.87732571	0.51579711	0.50299438	0.46942281	0.4504895	0.72377688	
5.1757174	2.019228	2.9819599	1.6432567	1.5235477	0.74524503	0.8009028	0.69107276	1.1215484	0.46600127	0.314337	0.60542521	0.3398179	
4.4717881	1.8686704	2.4934459	1.6396126	1.0564204	1.1454374	0.99783169	0.79054729	0.82816433	0.79418292	0.4259491	0.44020899	0.52302621	
4.9972192	1.8514695	2.3817359	1.4998633	1.4471016	0.86130488	0.49374442	1.0103712	0.66225834	0.79852479	0.60918415	0.63914272	0.51283304	
4.4831853	3.3467146	2.8150704	1.2757287	1.6639052	0.95937999	0.69343788	1.0667945	0.45658031	0.56665614	0.51205388	0.42133896	0.49423557	
4.7615334	2.1211614	2.1068073	2.2377744	1.2357426	0.66095063	0.74153876	0.43404657	0.56728943	0.4954651	0.64458884	0.58953412	0.60256139	
4.1222212	2.1890289	1.9861933	1.6879587	0.87246305	0.65538018	0.52971094	1.1491093	0.76221776	0.60522955	0.42457099	0.4499033	0.60136886	
5.4851813	2.193557	1.7839673	1.1216225	1.9935194	1.0607256	0.56802606	0.66585793	0.60731873	0.90572948	0.35793274	0.61878468	0.45571751	
4.785813	2.1513094	2.5163864	1.0468198	1.1910023	0.79970186	0.66461954	0.69036119	0.41460947	0.68922354	0.49638029	0.47282847	0.79631868	
4.9754303	2.0535234	1.9007152	0.90666647	1.7048421	0.70064096	0.65941729	1.0339218	1.2249856	0.56620185	0.60144874	0.52778749	0.60244245	
4.7761022	1.9455051	1.7476062	1.3044683	1.0688859	0.69607562	0.67206257	0.88112682	0.69454855	0.51142834	0.47825929	0.65174004	0.72868883	
4.6278612	1.7507456	1.914366	1.170679	1.6295325	0.91200196	0.48053244	0.75361924	0.55681879	0.49335792	0.79492798	0.42435687	0.39241606	
4.890706	2.0036809	2.0571167	1.3291634	0.99937806	0.97022317	0.43395306	0.5324882	1.1249907	0.56724397	0.38030468	0.81300938	0.53551754	
4.8500986	2.1504122	1.9428378	2.0459965	0.92686629	0.73504246	0.7705505	0.54925327	0.41175734	0.54367405	0.39311505	0.43001932	0.50546998	
