4.7868411	1.9081904	1.8267017	1.1086004	1.2473503	0.84874417	0.66071614	0.74156411	0.48392786	0.4422325	0.45824932	0.45800486	0.49095924	
4.7064504	1.7900685	1.4931536	1.6797972	0.97702907	0.79181402	0.49855431	0.82591613	0.70409318	0.22925426	0.42950281	0.65023471	0.52410965	
4.3580064	1.4577794	1.1351171	1.0262179	0.83286991	0.92743654	0.52807459	0.66115684	0.58633103	0.8187409	0.69774489	0.47894654	0.36189816	
4.4205265	2.1762698	1.2045002	1.7447841	1.3635198	0.58581783	0.78839639	0.73365833	0.48192485	0.40237652	0.5966973	0.4501634	0.2909499	
3.8848518	1.5175051	1.5462042	0.75533889	0.78049754	0.74868543	1.0429433	0.93582975	0.56827344	0.55556021	1.0309092	0.28676464	0.38685343	
4.5711652	1.6508261	2.2876168	1.5806177	1.1083095	0.91221969	0.83501948	1.1901634	0.9084827	0.62336581	0.39973008	0.82485698	0.42183	
4.350549	0.76556569	1.7921703	0.99648675	0.92709312	0.91713781	0.60389086	0.79211261	0.6010359	0.77920516	0.57521966	0.37461357	0.60728102	
4.5376034	1.5079971	1.7221273	0.88590019	1.1230721	0.93489053	0.79284251	0.5581531	0.48356122	0.50573139	0.89209576	0.52285123	0.33615674	
5.6505974	2.3212099	1.5572235	1.1448267	1.2368554	1.3561911	0.58485074	1.0534219	0.71592708	0.96208261	0.36500068	0.53062622	0.58992306	
5.0061233	1.9652365	2.3417366	1.3305787	1.4432133	1.2217338	0.54331356	0.69054613	0.40440844	0.50103746	0.36332899	0.4246429	0.5751644	
4.8885249	1.7465849	2.0091481	1.231757	1.0335828	1.2362003	0.73784222	0.62090267	0.52890757	0.65956562	0.44037214	0.52314033	0.50416747	
4.3900568	1.9800199	2.2911964	1.5743179	1.2894453	0.91715947	0.47460721	0.88704685	0.73529619	0.4791292	0.37865072	0.50973815	0.41535067	
4.969444	1.8496672	1.1735542	1.3852296	1.9770745	1.3053472	0.62350028	0.76739502	0.42673995	1.1262202	0.80127322	0.56500163	0.54625516	
5.1538054	1.5859304	2.9622581	1.4353597	1.4994985	0.89011127	0.6037063	0.73561566	0.45669535	0.71281142	0.44942974	0.40738479	0.69170807	
5.2304417	1.743026	2.0666463	1.4502945	0.91985604	0.89641399	1.3285502	0.47873312	0.32661292	0.61522518	0.33976958	0.51503739	0.65806791	
5.4416846	2.1822226	1.9271012	1.7347996	1.3477858	0.78481269	0.7140359	1.2847157	0.78855113	0.46216371	0.64158471	0.59244227	0.67552908	
4.9651484	1.7179598	3.3628956	1.4062852	0.62681772	0.83250906	0.73061941	0.65553551	0.50899843	0.5545598	0.55019028	0.48203742	0.63689801	
5.1081208	2.1351522	2.7575948	1.8793625	1.6409319	0.77715942	0.61077141	0.7753141	1.1139324	0.61743634	0.36508799	0.73773842	0.3761968	
4.3791564	1.9497628	2.1136259	1.4861666	1.3167617	1.2538219	0.81670795	0.83120166	0.59134547	0.99327327	0.37132987	0.51174499	0.53682616	
4.645788	2.0097739	2.201526	1.2914612	1.5519749	0.80020909	0.66500393	1.1084872	0.49816844	0.64990633	0.61371682	0.57194464	0.85372288	
4.8685241	2.3567311	2.5113029	1.0810331	1.5729184	1.2225363	0.49526058	0.72600566	0.89570912	0.51612091	0.32921803	0.51360007	0.44051139	
4.7074158	1.9819048	2.2228206	1.8377745	0.98579738	0.54266173	0.88241803	0.63217543	0.60591368	0.44759722	0.60937615	0.51520819	0.79118738	
4.1566532	1.8100195	2.307562	1.5081758	1.0252706	0.79602145	0.47950549	1.1248377	0.55007838	0.73893449	0.68440345	0.47230815	0.60417295	
5.3335511	2.1741777	1.5736811	1.2194177	1.847019	0.85125607	0.47123405	0.75434801	0.52308201	0.72331347	0.29161598	0.64785747	0.42520501	
4.7174373	2.1896444	2.5011293	1.3053306	1.1797424	0.85788872	0.65962924	0.56594748	0.57469757	0.73116539	0.2435504	0.44063026	0.7921559	
4.5706557	2.0444342	2.0736688	1.4128474	1.6966828	0.56330776	0.87693864	0.98944605	1.0745593	0.59254014	0.60312214	0.55718592	0.59892941	
5.0093824	2.0534137	1.8256798	1.4056212	1.4389233	0.70930662	0.95780829	0.73836138	0.60371786	0.55964953	0.55496042	0.45699817	0.53331751	
4.5630584	2.0153124	1.9072066	1.0185154	1.2315919	0.80593682	0.53432578	0.7856332	0.48314413	0.50349326	0.55005555	0.58655912	0.62666311	
4.749454	1.8066266	1.4023661	1.7657013	1.130855	1.1430041	0.65413747	1.0276745	1.2261333	0.62239783	0.51337263	0.67745732	0.42859789	
4.9224609	2.2733598	1.9310236	2.0408718	0.77103357	1.0337049	0.81144233	0.61674401	0.38595739	0.54801842	0.4337117	0.40180087	0.54348805	
